level_samples_per_window,behavior,run_idx,seed,decisions,offered_fragments_per_second,measurement_seconds,actual_queries_per_second,actual_fragments_per_second,blocks_legacy,blocks_combined,blocks_volume,blocks_entropy,blocks_unique,fpr_legacy,fpr_combined,fpr_volume,fpr_entropy,fpr_unique,entropy_mean,entropy_p95,samples_mean,unique_ratio_mean,raw_decisions_file,raw_decisions_sha256
36,smallpool16,0,23880932,300,17.500000,16.062225,18.677363,18.677363,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.5898,3.8595,37.900,0.3749,raw_decisions/main/smallpool16/level_36/run_00_seed_23880932.jsonl,df4f717c1429839ec36342cd56084be3d1be927b09f8cdd8d98921d077e78989
36,smallpool16,1,23880933,300,17.500000,17.472174,17.170159,17.170159,300,0,281,0,0,1.000000,0.000000,0.936667,0.000000,0.000000,3.6800,3.8661,35.160,0.4160,raw_decisions/main/smallpool16/level_36/run_01_seed_23880933.jsonl,e2f45fc0d75088438f1471246dca681c3b20c483e1951af3f67291fe1029e211
36,smallpool16,2,23880934,300,17.500000,17.502180,17.140722,17.140722,300,0,283,0,0,1.000000,0.000000,0.943333,0.000000,0.000000,3.6350,3.8436,36.553,0.4020,raw_decisions/main/smallpool16/level_36/run_02_seed_23880934.jsonl,2c6407e77b75589d2d0b849c493dc48dafe531f8cb3eb8aa083d129a412e5ef7
36,smallpool16,3,23880935,300,17.500000,16.953674,17.695280,17.695280,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6110,3.8215,35.763,0.4000,raw_decisions/main/smallpool16/level_36/run_03_seed_23880935.jsonl,7fb87bd7a8d613dbfc6ebfaf5f611b2a8ee09c96ce6450435a73c1640f1e3428
36,smallpool16,4,23880936,300,17.500000,16.541017,18.136732,18.136732,300,0,295,0,0,1.000000,0.000000,0.983333,0.000000,0.000000,3.6735,3.8482,36.940,0.3966,raw_decisions/main/smallpool16/level_36/run_04_seed_23880936.jsonl,36afdd749b58b9aa6fb991182720ae8a1cb71910a562a757b26d47cc75768510
36,smallpool16,5,23880937,300,17.500000,17.063579,17.581306,17.581306,300,0,299,0,0,1.000000,0.000000,0.996667,0.000000,0.000000,3.6887,3.8666,35.113,0.4213,raw_decisions/main/smallpool16/level_36/run_05_seed_23880937.jsonl,b8bd6313271d3b0df249041c915e6fdcb3536b7da86ccefcd656d42ee21aaded
36,smallpool16,6,23880938,300,17.500000,17.413186,17.228324,17.228324,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6494,3.8167,35.517,0.4082,raw_decisions/main/smallpool16/level_36/run_06_seed_23880938.jsonl,3bfba750d6b1e4eff1268cbbe0a80c20a38c574571baa5ceed607777d6061350
36,smallpool16,7,23880939,300,17.500000,15.595191,19.236699,19.236699,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.5815,3.8078,38.930,0.3635,raw_decisions/main/smallpool16/level_36/run_07_seed_23880939.jsonl,c1178fd07b3dc0bca5d50d016d6537f94b2b907af72b4aac8cab02f4b5e1a1f3
36,smallpool16,8,23880940,300,17.500000,16.615785,18.055120,18.055120,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6939,3.8452,36.307,0.4071,raw_decisions/main/smallpool16/level_36/run_08_seed_23880940.jsonl,73f83a453701d0fe47a19fe0296171da871458b0c6b0cf722b59dc28c700caa1
36,smallpool16,9,23880941,300,17.500000,16.676836,17.989024,17.989024,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6448,3.8781,36.840,0.3940,raw_decisions/main/smallpool16/level_36/run_09_seed_23880941.jsonl,cf522bc79ca825efa8cdf4cff20c16f69823337112c513efd069a0cfc05632b1
36,smallpool16,10,23880942,300,17.500000,16.203437,18.514590,18.514590,300,0,296,0,0,1.000000,0.000000,0.986667,0.000000,0.000000,3.6418,3.7997,37.293,0.3911,raw_decisions/main/smallpool16/level_36/run_10_seed_23880942.jsonl,55f00e69487b3fed6f0820e071d5b2ac4115e20cb870ff4ecffeb838e211c5f7
36,smallpool16,11,23880943,300,17.500000,17.749145,16.902222,16.902222,300,0,298,0,0,1.000000,0.000000,0.993333,0.000000,0.000000,3.6824,3.8776,35.487,0.4123,raw_decisions/main/smallpool16/level_36/run_11_seed_23880943.jsonl,89d30c8232c1f6616528060443e7398c90c6d8dda081a0befbe77fc66c4a792a
36,smallpool16,12,23880944,300,17.500000,18.134419,16.543127,16.543127,300,0,285,0,6,1.000000,0.000000,0.950000,0.000000,0.020000,3.6804,3.8817,34.780,0.4352,raw_decisions/main/smallpool16/level_36/run_12_seed_23880944.jsonl,69d49561368e2d57e4d71b43b6e2031cdaa5a5092d0a4b33a584c870ef7f45ea
36,smallpool16,13,23880945,300,17.500000,16.775271,17.883466,17.883466,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6243,3.7961,36.237,0.4026,raw_decisions/main/smallpool16/level_36/run_13_seed_23880945.jsonl,82b447a76e5acff159a8d52ff2205213b10e51e72dbc228f52aaad290d919477
36,smallpool16,14,23880946,300,17.500000,17.874410,16.783770,16.783770,300,0,299,0,0,1.000000,0.000000,0.996667,0.000000,0.000000,3.6278,3.8335,34.337,0.4268,raw_decisions/main/smallpool16/level_36/run_14_seed_23880946.jsonl,34be05372125720eb8f2c504aebac68bf91fb3ad58ecd92622b0bc87f1a12da8
36,smallpool16,15,23880947,300,17.500000,16.251815,18.459477,18.459477,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6643,3.8600,38.350,0.3865,raw_decisions/main/smallpool16/level_36/run_15_seed_23880947.jsonl,d86c3993affeb0417d8421a98ca54e763d0c7647471b39b320c57bb8664558ef
36,smallpool16,16,23880948,300,17.500000,16.600370,18.071886,18.071886,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6300,3.8283,35.987,0.3993,raw_decisions/main/smallpool16/level_36/run_16_seed_23880948.jsonl,684057850bb9c715a19a634e892ff20a55eebb80ff956ecf9e16ef9b973ea5b8
36,smallpool16,17,23880949,300,17.500000,15.825005,18.957340,18.957340,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.6983,3.8400,37.477,0.3952,raw_decisions/main/smallpool16/level_36/run_17_seed_23880949.jsonl,2adde436dd83d395857ce9c09182021661e6bf0d5f0b5612eee96e080f73f5ea
36,smallpool16,18,23880950,300,17.500000,18.422003,16.284874,16.284874,300,0,286,0,0,1.000000,0.000000,0.953333,0.000000,0.000000,3.5843,3.8263,33.073,0.4315,raw_decisions/main/smallpool16/level_36/run_18_seed_23880950.jsonl,432e40ed95276271015d15de4877e38f51fe5a76618ffb2117a7b02b5938d132
36,smallpool16,19,23880951,300,17.500000,14.703544,20.403244,20.403244,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7359,3.8314,41.187,0.3695,raw_decisions/main/smallpool16/level_36/run_19_seed_23880951.jsonl,93d9f4432f941d876076ccf2fca988ebb16aecbe3cee9398a0860fdb5c1831ed
60,random2048,0,26260990,300,29.500000,10.591182,28.325450,28.325450,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.7969,5.9455,56.993,0.9835,raw_decisions/main/random2048/level_60/run_00_seed_26260990.jsonl,2319516e062a06cd75f2a5037504927a14f4945366f2c08bc6ad8b1966f815eb
60,random2048,1,26260991,300,29.500000,10.511767,28.539445,28.539445,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8572,6.1497,59.197,0.9928,raw_decisions/main/random2048/level_60/run_01_seed_26260991.jsonl,4ab069043b5accfb3df20dccc923b5e1092188ce51b29018a85e888cf84e47d3
60,random2048,2,26260992,300,29.500000,10.278207,29.187969,29.187969,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8293,6.0581,58.490,0.9819,raw_decisions/main/random2048/level_60/run_02_seed_26260992.jsonl,2e39eabf4b169d8a1f1fa3c85e2d9dabeda12f06231351696bb8755706c95f5d
60,random2048,3,26260993,300,29.500000,10.391165,28.870680,28.870680,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8036,6.1216,57.550,0.9870,raw_decisions/main/random2048/level_60/run_03_seed_26260993.jsonl,0911e6a953c9af3844c82fa8569493667e2d936a7f6f36b3a1a55e1435f9e8b6
60,random2048,4,26260994,300,29.500000,9.256907,32.408232,32.408232,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9637,6.1901,63.683,0.9891,raw_decisions/main/random2048/level_60/run_04_seed_26260994.jsonl,d485eb3b9b53a9eebe3db41a4cef125a8fcbdb7dc474d2713e7068092d3a8731
60,random2048,5,26260995,300,29.500000,12.916022,23.226965,23.226965,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.5561,5.9076,48.263,0.9925,raw_decisions/main/random2048/level_60/run_05_seed_26260995.jsonl,684863fb0d51a41cd86e778bed62d4182dd2cc49c3af1e80a28cd79abf5dc23b
60,random2048,6,26260996,300,29.500000,10.628635,28.225638,28.225638,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8682,6.1007,59.880,0.9849,raw_decisions/main/random2048/level_60/run_06_seed_26260996.jsonl,2ccbf46e82002431e03ba3ad5a8ac8cbabc4b765cc0b403e825e546d3cf9be0a
60,random2048,7,26260997,300,29.500000,10.284243,29.170840,29.170840,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8316,6.1421,58.427,0.9874,raw_decisions/main/random2048/level_60/run_07_seed_26260997.jsonl,e337f058061f6b45d22b550a1c51c41082b1985628eba6f58da161fab739933b
60,random2048,8,26260998,300,29.500000,10.147413,29.564185,29.564185,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8905,6.1293,61.020,0.9826,raw_decisions/main/random2048/level_60/run_08_seed_26260998.jsonl,559bad26b511b2cf3ef62dbfac4ba8becccca662a44a9d97bd573d5469d4cbef
60,random2048,9,26260999,300,29.500000,10.380152,28.901311,28.901311,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8095,6.1007,57.693,0.9835,raw_decisions/main/random2048/level_60/run_09_seed_26260999.jsonl,1c460b74e9cf71fe9b1481b24a78f212b0956e247ef808f9a308f7ae63410b8c
60,random2048,10,26261000,300,29.500000,11.887185,25.237262,25.237262,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.6560,5.9842,51.857,0.9868,raw_decisions/main/random2048/level_60/run_10_seed_26261000.jsonl,7aaf612a51b1b2aeafcbbfe4adbcc09958c078a6424821d5a09ba7ecc0200366
60,random2048,11,26261001,300,29.500000,10.231668,29.320731,29.320731,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8509,5.9916,58.820,0.9877,raw_decisions/main/random2048/level_60/run_11_seed_26261001.jsonl,e95053bdf94c16a86dfff9049f2a9ca28dcddf9573757d8d0d10454bf27c505d
60,random2048,12,26261002,300,29.500000,10.502473,28.564702,28.564702,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8506,6.0934,59.193,0.9864,raw_decisions/main/random2048/level_60/run_12_seed_26261002.jsonl,d5becf9088265d40346f2e8064e5c4f76fbb03f072a2a3414e279ef66df0129f
60,random2048,13,26261003,300,29.500000,10.729505,27.960285,27.960285,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8027,6.0581,56.887,0.9897,raw_decisions/main/random2048/level_60/run_13_seed_26261003.jsonl,86d4bff79d4043b412a2afa6d05aba7682794c666aa30d1adad9b87d53e15140
60,random2048,14,26261004,300,29.500000,11.525011,26.030344,26.030344,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.7101,6.0000,54.000,0.9823,raw_decisions/main/random2048/level_60/run_14_seed_26261004.jsonl,c936c925346f6ac95fbfb000139fda12f70016468c0640a49c989016acc6ca48
60,random2048,15,26261005,300,29.500000,9.887458,30.341469,30.341469,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8917,6.1007,61.043,0.9824,raw_decisions/main/random2048/level_60/run_15_seed_26261005.jsonl,77a6f721f579781f08271890195a7ae0023ad1c3bac54983df3e6c5afd6b18c6
60,random2048,16,26261006,300,29.500000,9.132232,32.850676,32.850676,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9815,6.2668,64.800,0.9876,raw_decisions/main/random2048/level_60/run_16_seed_26261006.jsonl,cd210cb3e909f70d5f4c4ef6d668f1ed8eaafbe2742330fec40af8e61a0e5619
60,random2048,17,26261007,300,29.500000,10.056142,29.832515,29.832515,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8916,6.1421,60.603,0.9891,raw_decisions/main/random2048/level_60/run_17_seed_26261007.jsonl,95a2d0963513f3d0d84f15e8af6a071fa677a82bf6cdd352545289975e4a6aa8
60,random2048,18,26261008,300,29.500000,9.847452,30.464735,30.464735,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8842,6.1497,59.750,0.9946,raw_decisions/main/random2048/level_60/run_18_seed_26261008.jsonl,226077d3e6e39a85808b406b61a0e61b49dca18f4e0a2de3764b83a4eed1cc65
60,random2048,19,26261009,300,29.500000,9.738093,30.806855,30.806855,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9569,6.1287,64.067,0.9805,raw_decisions/main/random2048/level_60/run_19_seed_26261009.jsonl,9107b76b45514b9edebee8864eb22d1e60746c1bced9e5b7421fb6b3c1e695df
60,sequential,0,26270997,300,29.500000,10.192697,29.432838,29.432838,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9236,6.1898,61.340,1.0000,raw_decisions/main/sequential/level_60/run_00_seed_26270997.jsonl,217a3c15bba288c2640efe5fd627041ebca34da7fbf8d3a1a5ace36e8edc58f4
60,sequential,1,26270998,300,29.500000,10.225378,29.338768,29.338768,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8897,6.1085,59.537,1.0000,raw_decisions/main/sequential/level_60/run_01_seed_26270998.jsonl,8b2779fa07b9852e23abb06a2aa59e1754b4bb119bb5e9028ec4bdf432ccbd84
60,sequential,2,26270999,300,29.500000,9.401353,31.910302,31.910302,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9668,6.2854,63.007,1.0000,raw_decisions/main/sequential/level_60/run_02_seed_26270999.jsonl,09018d778c95cc308484d8400988fea12ea3c73187db77c5c46b8d6fbee66489
60,sequential,3,26271000,300,29.500000,9.547544,31.421692,31.421692,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9754,6.1497,63.137,1.0000,raw_decisions/main/sequential/level_60/run_03_seed_26271000.jsonl,a111af4548a61e3a179c5d204fa262676c7ee9b824c4efe9278ee18e9778a07d
60,sequential,4,26271001,300,29.500000,9.911466,30.267976,30.267976,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9392,6.1293,61.600,1.0000,raw_decisions/main/sequential/level_60/run_04_seed_26271001.jsonl,90e6f1a7e92150f6cef99e54d80688cf75ddc99d748e86f42dfed4c15e9f2699
60,sequential,5,26271002,300,29.500000,9.423336,31.835859,31.835859,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,6.0289,6.3038,65.770,1.0000,raw_decisions/main/sequential/level_60/run_05_seed_26271002.jsonl,edfb20eb7ff4eba33fba53d0353a46a47473cf013d9b47c48e0f08e20e9638d9
60,sequential,6,26271003,300,29.500000,10.442674,28.728275,28.728275,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8435,6.1898,58.100,1.0000,raw_decisions/main/sequential/level_60/run_06_seed_26271003.jsonl,a53494f41d057e00577bed571550582a4a8b35efa464f0a6d21cdbfefac7dba8
60,sequential,7,26271004,300,29.500000,10.704378,28.025917,28.025917,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.7804,6.1293,55.983,1.0000,raw_decisions/main/sequential/level_60/run_07_seed_26271004.jsonl,ae6ef70a6cb5cc565bfde41227a15cd2b76d02917b3ad2f5524d571b5b6110a7
60,sequential,8,26271005,300,29.500000,10.476651,28.635104,28.635104,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8487,6.1497,58.030,1.0000,raw_decisions/main/sequential/level_60/run_08_seed_26271005.jsonl,53b924575d00bcb77b5f2822425bd56ab770850835780acc8db9999226e40527
60,sequential,9,26271006,300,29.500000,10.128572,29.619180,29.619180,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8721,6.0455,58.770,1.0000,raw_decisions/main/sequential/level_60/run_09_seed_26271006.jsonl,f4e9cf793519392e849d13714120514a658e05b7864e99851f257d65ead7d867
60,sequential,10,26271007,300,29.500000,10.499827,28.571899,28.571899,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8917,6.0661,59.580,1.0000,raw_decisions/main/sequential/level_60/run_10_seed_26271007.jsonl,c96107fa5a6c9abe6a0d40a8aefa802d8a682f98ab15bacbe582cee96f9f3914
60,sequential,11,26271008,300,29.500000,10.541371,28.459296,28.459296,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8022,6.0224,56.187,1.0000,raw_decisions/main/sequential/level_60/run_11_seed_26271008.jsonl,62642992767b0f03bf8a74704e1fcaa137f26b5e167ed4deab25b813e07c1dc7
60,sequential,12,26271009,300,29.500000,10.907307,27.504498,27.504498,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.7828,5.9773,55.487,1.0000,raw_decisions/main/sequential/level_60/run_12_seed_26271009.jsonl,9839bcbe76e2f75e023e7fafadb69b4668045e05d7dbdd682d45b28e2f0a3959
60,sequential,13,26271010,300,29.500000,10.121484,29.639923,29.639923,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8864,6.0672,59.320,1.0000,raw_decisions/main/sequential/level_60/run_13_seed_26271010.jsonl,2e07264682b52d1c5847e7c5a02df80a827e728c70888138cadd7fe8b6a84ae9
60,sequential,14,26271011,300,29.500000,9.906439,30.283335,30.283335,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8905,6.1293,59.870,1.0000,raw_decisions/main/sequential/level_60/run_14_seed_26271011.jsonl,cb1fb4ee7517a1138443360573b29d92acc82e527c7a5c4b9bf0c3c8d52a123a
60,sequential,15,26271012,300,29.500000,9.584383,31.300919,31.300919,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9722,6.1898,63.067,1.0000,raw_decisions/main/sequential/level_60/run_15_seed_26271012.jsonl,d463efc3f9985266621cabd241fe293c81f81307c5c48efe6500852b6c306680
60,sequential,16,26271013,300,29.500000,9.579632,31.316444,31.316444,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9773,6.2095,63.200,1.0000,raw_decisions/main/sequential/level_60/run_16_seed_26271013.jsonl,a77f83134f3e1585c217c1f6c7270a23de89fff4f00fe78d0c1292bd3bc6f7d5
60,sequential,17,26271014,300,29.500000,10.025769,29.922893,29.922893,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8777,6.0661,59.060,1.0000,raw_decisions/main/sequential/level_60/run_17_seed_26271014.jsonl,bfca8b639f47f09d6764a6eb6afae134ce626f39c4d6e27952b921c0d0900b0f
60,sequential,18,26271015,300,29.500000,9.217159,32.547989,32.547989,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.9816,6.1898,63.580,1.0000,raw_decisions/main/sequential/level_60/run_18_seed_26271015.jsonl,d320d9be988cb671715f184d54a4e8656b983f9b70d97e1a65714427470decf3
60,sequential,19,26271016,300,29.500000,10.083574,29.751355,29.751355,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,5.8967,6.2288,60.057,1.0000,raw_decisions/main/sequential/level_60/run_19_seed_26271016.jsonl,cc007c6b394b6b93d43fea12d4f97c51d390e2d207d59c55532d6f236e0fbdf7
60,smallpool16,0,26281004,300,29.500000,10.768766,27.858345,27.858345,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7917,3.8896,55.633,0.2810,raw_decisions/main/smallpool16/level_60/run_00_seed_26281004.jsonl,a10bafc6433eb91afefcaddf56ebd9bfdec8873c7283e1b44185b61a734d9037
60,smallpool16,1,26281005,300,29.500000,10.966920,27.354992,27.354992,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8438,3.9246,56.940,0.2816,raw_decisions/main/smallpool16/level_60/run_01_seed_26281005.jsonl,94f66219557752c1d0e00026247abad587984dc31bc770e2b20ac143a50194ac
60,smallpool16,2,26281006,300,29.500000,9.542161,31.439418,31.439418,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8209,3.9004,64.897,0.2437,raw_decisions/main/smallpool16/level_60/run_02_seed_26281006.jsonl,ecd8b7e63cb91e774c5d99fad0389188eb13105a33790585d3fb917589b3e636
60,smallpool16,3,26281007,300,29.500000,10.399384,28.847863,28.847863,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7830,3.9218,56.317,0.2779,raw_decisions/main/smallpool16/level_60/run_03_seed_26281007.jsonl,8b4a84191423f181d872a6aad9b09889cf8271475239e11cae5c271ab6372fef
60,smallpool16,4,26281008,300,29.500000,10.054720,29.836733,29.836733,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8064,3.9131,60.180,0.2655,raw_decisions/main/smallpool16/level_60/run_04_seed_26281008.jsonl,1bfcd6bde350cfad5bec647b01833e928963b3dc98d7e086b5e29e367e232cad
60,smallpool16,5,26281009,300,29.500000,10.440593,28.734000,28.734000,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8223,3.9085,58.827,0.2708,raw_decisions/main/smallpool16/level_60/run_05_seed_26281009.jsonl,5bbe2457144fa12864f93c381620d2d86e2660849db76fbb716e50186715f4dc
60,smallpool16,6,26281010,300,29.500000,10.686725,28.072212,28.072212,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7603,3.9191,56.463,0.2730,raw_decisions/main/smallpool16/level_60/run_06_seed_26281010.jsonl,ea50fcc8635f308f5041c7cdecd55bb1948127e6a4db762f6df8e900f98c8638
60,smallpool16,7,26281011,300,29.500000,9.832345,30.511541,30.511541,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7743,3.8614,60.967,0.2589,raw_decisions/main/smallpool16/level_60/run_07_seed_26281011.jsonl,db69c2fb8ac8431209788333aeddcdd7d1bc219204d93f94b1945b39036bfd8f
60,smallpool16,8,26281012,300,29.500000,10.382629,28.894416,28.894416,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7720,3.8891,60.343,0.2577,raw_decisions/main/smallpool16/level_60/run_08_seed_26281012.jsonl,c277c034a61396b514a720ca964e9578fa0f94be07b066909bc5b0a0a7327e59
60,smallpool16,9,26281013,300,29.500000,10.038667,29.884445,29.884445,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8218,3.9136,62.370,0.2602,raw_decisions/main/smallpool16/level_60/run_09_seed_26281013.jsonl,53a950a76e2cf166d44045589d3398dd838dc05419bc7ae88669bef19aa4a04f
60,smallpool16,10,26281014,300,29.500000,10.379823,28.902227,28.902227,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8337,3.9425,57.967,0.2740,raw_decisions/main/smallpool16/level_60/run_10_seed_26281014.jsonl,32f8a707456eb8cceeb26ee7e2d4ec88911c81681094b2add524ef7d51caaee2
60,smallpool16,11,26281015,300,29.500000,9.927369,30.219489,30.219489,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8346,3.8999,60.657,0.2611,raw_decisions/main/smallpool16/level_60/run_11_seed_26281015.jsonl,67a001f2c79c01db43071be05885b7499525bc0ca130e08bb02d9351c6717a5b
60,smallpool16,12,26281016,300,29.500000,9.761614,30.732623,30.732623,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7939,3.8906,61.740,0.2545,raw_decisions/main/smallpool16/level_60/run_12_seed_26281016.jsonl,553d69f0612dad33f136ad315ef9ce414a0fd2d8ea9c08120fec3a3613ca3cef
60,smallpool16,13,26281017,300,29.500000,10.732583,27.952263,27.952263,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8147,3.9028,58.330,0.2738,raw_decisions/main/smallpool16/level_60/run_13_seed_26281017.jsonl,8605b096c08e694dfda123e27072e214a7c0c4a8267ea105842ecf5a1ef1e050
60,smallpool16,14,26281018,300,29.500000,10.087863,29.738706,29.738706,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7665,3.8706,60.247,0.2604,raw_decisions/main/smallpool16/level_60/run_14_seed_26281018.jsonl,e95a3dd2ef25b4b632e8a3299543601a5c0b9217d84d2149c4e32b36568bd5d1
60,smallpool16,15,26281019,300,29.500000,10.521576,28.512838,28.512838,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7826,3.8856,57.277,0.2752,raw_decisions/main/smallpool16/level_60/run_15_seed_26281019.jsonl,d0dde961e0f069b104bb2047c832f04390a83a9895598ba5cf0c3746f968f1c2
60,smallpool16,16,26281020,300,29.500000,10.009117,29.972675,29.972675,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7892,3.8975,62.513,0.2531,raw_decisions/main/smallpool16/level_60/run_16_seed_26281020.jsonl,366a55bf24ed17f2be33ad90e4056216535d13d30902e7f946e6e3e6dc420b6e
60,smallpool16,17,26281021,300,29.500000,8.878600,33.789113,33.789113,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8138,3.8849,65.983,0.2412,raw_decisions/main/smallpool16/level_60/run_17_seed_26281021.jsonl,34595467d7b77aa3f74a2406809a4884f6473b35bb8eb645c218c839044c92f9
60,smallpool16,18,26281022,300,29.500000,9.709333,30.898104,30.898104,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.8459,3.9152,63.313,0.2553,raw_decisions/main/smallpool16/level_60/run_18_seed_26281022.jsonl,7369735cd0ff4752262b0421f1c1dd73375f13d7be03e57b4d84289f66b0d81d
60,smallpool16,19,26281023,300,29.500000,11.150149,26.905471,26.905471,300,0,300,0,0,1.000000,0.000000,1.000000,0.000000,0.000000,3.7370,3.8644,56.693,0.2696,raw_decisions/main/smallpool16/level_60/run_19_seed_26281023.jsonl,44041ef13fb56642304cbf9ba1b1f7abaa17541b576405391e815592cc0d0bd4
120,random2048,0,32261170,300,59.500000,4.982693,60.208405,60.208405,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,6.8106,6.9382,115.290,0.9817,raw_decisions/main/random2048/level_120/run_00_seed_32261170.jsonl,449357b36ca31626127ea8a2ad226e8cde6502d1b39e6286ed9e226970f6807c
120,random2048,1,32261171,300,59.500000,5.731287,52.344266,52.344266,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,6.7417,6.8905,111.097,0.9743,raw_decisions/main/random2048/level_120/run_01_seed_32261171.jsonl,1a612c58101a2cb3ac593ca8960cd1c86f57bd3eeacea39977fb2f69e322ee07
120,random2048,2,32261172,300,59.500000,5.558713,53.969331,53.969331,300,300,300,300,300,1.000000,1.000000,1.000000,1.000000,1.000000,6.6874,6.8782,107.910,0.9704,raw_decisions/main/random2048/level_120/run_02_seed_32261172.jsonl,8b64d1f2cf0ceb3814c87405572c0182be628d0ac23fbb62c237ce97343a8ec2
