behavior,phase,level,run,seed,space,configuration,rate
random2048,main,24,19,22660901,65536,locked,0.0
sequential,main,24,0,22670889,2048,initial,0.6566666666666666
sequential,main,24,0,22670889,2048,locked,0.0
sequential,main,24,0,22670889,65536,initial,0.6566666666666666
sequential,main,24,0,22670889,65536,locked,0.0
sequential,main,24,1,22670890,2048,initial,0.4533333333333333
sequential,main,24,1,22670890,2048,locked,0.0
sequential,main,24,1,22670890,65536,initial,0.4533333333333333
sequential,main,24,1,22670890,65536,locked,0.0
sequential,main,24,2,22670891,2048,initial,0.4533333333333333
sequential,main,24,2,22670891,2048,locked,0.0
sequential,main,24,2,22670891,65536,initial,0.4533333333333333
sequential,main,24,2,22670891,65536,locked,0.0
sequential,main,24,3,22670892,2048,initial,0.38333333333333336
sequential,main,24,3,22670892,2048,locked,0.0
sequential,main,24,3,22670892,65536,initial,0.38333333333333336
sequential,main,24,3,22670892,65536,locked,0.0
sequential,main,24,4,22670893,2048,initial,0.5433333333333333
sequential,main,24,4,22670893,2048,locked,0.0
sequential,main,24,4,22670893,65536,initial,0.5433333333333333
sequential,main,24,4,22670893,65536,locked,0.0
sequential,main,24,5,22670894,2048,initial,0.5266666666666666
sequential,main,24,5,22670894,2048,locked,0.0
sequential,main,24,5,22670894,65536,initial,0.5266666666666666
sequential,main,24,5,22670894,65536,locked,0.0
sequential,main,24,6,22670895,2048,initial,0.24
sequential,main,24,6,22670895,2048,locked,0.0
sequential,main,24,6,22670895,65536,initial,0.24
sequential,main,24,6,22670895,65536,locked,0.0
sequential,main,24,7,22670896,2048,initial,0.5633333333333334
sequential,main,24,7,22670896,2048,locked,0.0
sequential,main,24,7,22670896,65536,initial,0.5633333333333334
sequential,main,24,7,22670896,65536,locked,0.0
sequential,main,24,8,22670897,2048,initial,0.49666666666666665
sequential,main,24,8,22670897,2048,locked,0.0
sequential,main,24,8,22670897,65536,initial,0.49666666666666665
sequential,main,24,8,22670897,65536,locked,0.0
sequential,main,24,9,22670898,2048,initial,0.48
sequential,main,24,9,22670898,2048,locked,0.0
sequential,main,24,9,22670898,65536,initial,0.48
sequential,main,24,9,22670898,65536,locked,0.0
sequential,main,24,10,22670899,2048,initial,0.5733333333333334
sequential,main,24,10,22670899,2048,locked,0.0
sequential,main,24,10,22670899,65536,initial,0.5733333333333334
sequential,main,24,10,22670899,65536,locked,0.0
sequential,main,24,11,22670900,2048,initial,0.5566666666666666
sequential,main,24,11,22670900,2048,locked,0.0
sequential,main,24,11,22670900,65536,initial,0.5566666666666666
sequential,main,24,11,22670900,65536,locked,0.0
sequential,main,24,12,22670901,2048,initial,0.6233333333333333
sequential,main,24,12,22670901,2048,locked,0.0
sequential,main,24,12,22670901,65536,initial,0.6233333333333333
sequential,main,24,12,22670901,65536,locked,0.0
sequential,main,24,13,22670902,2048,initial,0.39
sequential,main,24,13,22670902,2048,locked,0.0
sequential,main,24,13,22670902,65536,initial,0.39
sequential,main,24,13,22670902,65536,locked,0.0
sequential,main,24,14,22670903,2048,initial,0.4666666666666667
sequential,main,24,14,22670903,2048,locked,0.0
sequential,main,24,14,22670903,65536,initial,0.4666666666666667
sequential,main,24,14,22670903,65536,locked,0.0
sequential,main,24,15,22670904,2048,initial,0.5333333333333333
sequential,main,24,15,22670904,2048,locked,0.0
sequential,main,24,15,22670904,65536,initial,0.5333333333333333
sequential,main,24,15,22670904,65536,locked,0.0
sequential,main,24,16,22670905,2048,initial,0.43333333333333335
sequential,main,24,16,22670905,2048,locked,0.0
sequential,main,24,16,22670905,65536,initial,0.43333333333333335
sequential,main,24,16,22670905,65536,locked,0.0
sequential,main,24,17,22670906,2048,initial,0.6366666666666667
sequential,main,24,17,22670906,2048,locked,0.0
sequential,main,24,17,22670906,65536,initial,0.6366666666666667
sequential,main,24,17,22670906,65536,locked,0.0
sequential,main,24,18,22670907,2048,initial,0.45666666666666667
sequential,main,24,18,22670907,2048,locked,0.0
sequential,main,24,18,22670907,65536,initial,0.45666666666666667
sequential,main,24,18,22670907,65536,locked,0.0
sequential,main,24,19,22670908,2048,initial,0.5466666666666666
sequential,main,24,19,22670908,2048,locked,0.0
sequential,main,24,19,22670908,65536,initial,0.5466666666666666
sequential,main,24,19,22670908,65536,locked,0.0
random2048,main,36,0,23860918,2048,initial,1.0
random2048,main,36,0,23860918,2048,locked,0.0
random2048,main,36,0,23860918,65536,initial,1.0
random2048,main,36,0,23860918,65536,locked,0.0
random2048,main,36,1,23860919,2048,initial,1.0
random2048,main,36,1,23860919,2048,locked,0.0
random2048,main,36,1,23860919,65536,initial,1.0
random2048,main,36,1,23860919,65536,locked,0.0
random2048,main,36,2,23860920,2048,initial,0.9566666666666667
random2048,main,36,2,23860920,2048,locked,0.0
random2048,main,36,2,23860920,65536,initial,0.9566666666666667
random2048,main,36,2,23860920,65536,locked,0.0
random2048,main,36,3,23860921,2048,initial,0.99
random2048,main,36,3,23860921,2048,locked,0.0
random2048,main,36,3,23860921,65536,initial,0.99
random2048,main,36,3,23860921,65536,locked,0.0
random2048,main,36,4,23860922,2048,initial,1.0
random2048,main,36,4,23860922,2048,locked,0.0
random2048,main,36,4,23860922,65536,initial,1.0
random2048,main,36,4,23860922,65536,locked,0.0
random2048,main,36,5,23860923,2048,initial,1.0
random2048,main,36,5,23860923,2048,locked,0.0
random2048,main,36,5,23860923,65536,initial,1.0
random2048,main,36,5,23860923,65536,locked,0.0
random2048,main,36,6,23860924,2048,initial,0.9966666666666667
random2048,main,36,6,23860924,2048,locked,0.0
random2048,main,36,6,23860924,65536,initial,0.9966666666666667
random2048,main,36,6,23860924,65536,locked,0.0
random2048,main,36,7,23860925,2048,initial,0.8666666666666667
random2048,main,36,7,23860925,2048,locked,0.0
random2048,main,36,7,23860925,65536,initial,0.8666666666666667
random2048,main,36,7,23860925,65536,locked,0.0
random2048,main,36,8,23860926,2048,initial,1.0
random2048,main,36,8,23860926,2048,locked,0.0
random2048,main,36,8,23860926,65536,initial,1.0
random2048,main,36,8,23860926,65536,locked,0.0
random2048,main,36,9,23860927,2048,initial,0.9166666666666666
random2048,main,36,9,23860927,2048,locked,0.0
random2048,main,36,9,23860927,65536,initial,0.9166666666666666
random2048,main,36,9,23860927,65536,locked,0.0
random2048,main,36,10,23860928,2048,initial,0.9333333333333333
random2048,main,36,10,23860928,2048,locked,0.0
random2048,main,36,10,23860928,65536,initial,0.9333333333333333
random2048,main,36,10,23860928,65536,locked,0.0
random2048,main,36,11,23860929,2048,initial,1.0
random2048,main,36,11,23860929,2048,locked,0.0
random2048,main,36,11,23860929,65536,initial,1.0
random2048,main,36,11,23860929,65536,locked,0.0
random2048,main,36,12,23860930,2048,initial,1.0
random2048,main,36,12,23860930,2048,locked,0.0
random2048,main,36,12,23860930,65536,initial,1.0
random2048,main,36,12,23860930,65536,locked,0.0
random2048,main,36,13,23860931,2048,initial,0.9733333333333334
random2048,main,36,13,23860931,2048,locked,0.0
random2048,main,36,13,23860931,65536,initial,0.9733333333333334
random2048,main,36,13,23860931,65536,locked,0.0
random2048,main,36,14,23860932,2048,initial,1.0
random2048,main,36,14,23860932,2048,locked,0.0
random2048,main,36,14,23860932,65536,initial,1.0
random2048,main,36,14,23860932,65536,locked,0.0
random2048,main,36,15,23860933,2048,initial,0.9833333333333333
random2048,main,36,15,23860933,2048,locked,0.0
random2048,main,36,15,23860933,65536,initial,0.9833333333333333
random2048,main,36,15,23860933,65536,locked,0.0
random2048,main,36,16,23860934,2048,initial,0.96
random2048,main,36,16,23860934,2048,locked,0.0
random2048,main,36,16,23860934,65536,initial,0.96
random2048,main,36,16,23860934,65536,locked,0.0
random2048,main,36,17,23860935,2048,initial,1.0
random2048,main,36,17,23860935,2048,locked,0.0
random2048,main,36,17,23860935,65536,initial,1.0
random2048,main,36,17,23860935,65536,locked,0.0
random2048,main,36,18,23860936,2048,initial,0.9866666666666667
random2048,main,36,18,23860936,2048,locked,0.0
random2048,main,36,18,23860936,65536,initial,0.9866666666666667
random2048,main,36,18,23860936,65536,locked,0.0
random2048,main,36,19,23860937,2048,initial,0.9833333333333333
random2048,main,36,19,23860937,2048,locked,0.0
random2048,main,36,19,23860937,65536,initial,0.9833333333333333
random2048,main,36,19,23860937,65536,locked,0.0
sequential,main,36,0,23870925,2048,initial,0.9866666666666667
sequential,main,36,0,23870925,2048,locked,0.0
sequential,main,36,0,23870925,65536,initial,0.9866666666666667
sequential,main,36,0,23870925,65536,locked,0.0
sequential,main,36,1,23870926,2048,initial,1.0
sequential,main,36,1,23870926,2048,locked,0.0
sequential,main,36,1,23870926,65536,initial,1.0
sequential,main,36,1,23870926,65536,locked,0.0
sequential,main,36,2,23870927,2048,initial,0.97
sequential,main,36,2,23870927,2048,locked,0.0
sequential,main,36,2,23870927,65536,initial,0.97
sequential,main,36,2,23870927,65536,locked,0.0
sequential,main,36,3,23870928,2048,initial,0.9766666666666667
sequential,main,36,3,23870928,2048,locked,0.0
sequential,main,36,3,23870928,65536,initial,0.9766666666666667
sequential,main,36,3,23870928,65536,locked,0.0
sequential,main,36,4,23870929,2048,initial,1.0
sequential,main,36,4,23870929,2048,locked,0.0
sequential,main,36,4,23870929,65536,initial,1.0
sequential,main,36,4,23870929,65536,locked,0.0
sequential,main,36,5,23870930,2048,initial,1.0
sequential,main,36,5,23870930,2048,locked,0.0
sequential,main,36,5,23870930,65536,initial,1.0
sequential,main,36,5,23870930,65536,locked,0.0
sequential,main,36,6,23870931,2048,initial,0.94
sequential,main,36,6,23870931,2048,locked,0.0
sequential,main,36,6,23870931,65536,initial,0.94
sequential,main,36,6,23870931,65536,locked,0.0
sequential,main,36,7,23870932,2048,initial,1.0
sequential,main,36,7,23870932,2048,locked,0.0
sequential,main,36,7,23870932,65536,initial,1.0
sequential,main,36,7,23870932,65536,locked,0.0
sequential,main,36,8,23870933,2048,initial,1.0
sequential,main,36,8,23870933,2048,locked,0.0
sequential,main,36,8,23870933,65536,initial,1.0
sequential,main,36,8,23870933,65536,locked,0.0
sequential,main,36,9,23870934,2048,initial,0.9466666666666667
sequential,main,36,9,23870934,2048,locked,0.0
sequential,main,36,9,23870934,65536,initial,0.9466666666666667
sequential,main,36,9,23870934,65536,locked,0.0
sequential,main,36,10,23870935,2048,initial,0.9666666666666667
sequential,main,36,10,23870935,2048,locked,0.0
sequential,main,36,10,23870935,65536,initial,0.9666666666666667
sequential,main,36,10,23870935,65536,locked,0.0
sequential,main,36,11,23870936,2048,initial,1.0
sequential,main,36,11,23870936,2048,locked,0.0
sequential,main,36,11,23870936,65536,initial,1.0
sequential,main,36,11,23870936,65536,locked,0.0
sequential,main,36,12,23870937,2048,initial,0.9533333333333334
sequential,main,36,12,23870937,2048,locked,0.0
sequential,main,36,12,23870937,65536,initial,0.9533333333333334
sequential,main,36,12,23870937,65536,locked,0.0
sequential,main,36,13,23870938,2048,initial,0.96
sequential,main,36,13,23870938,2048,locked,0.0
sequential,main,36,13,23870938,65536,initial,0.96
sequential,main,36,13,23870938,65536,locked,0.0
sequential,main,36,14,23870939,2048,initial,0.9466666666666667
sequential,main,36,14,23870939,2048,locked,0.0
sequential,main,36,14,23870939,65536,initial,0.9466666666666667
sequential,main,36,14,23870939,65536,locked,0.0
sequential,main,36,15,23870940,2048,initial,0.9066666666666666
sequential,main,36,15,23870940,2048,locked,0.0
sequential,main,36,15,23870940,65536,initial,0.9066666666666666
sequential,main,36,15,23870940,65536,locked,0.0
sequential,main,36,16,23870941,2048,initial,1.0
sequential,main,36,16,23870941,2048,locked,0.0
sequential,main,36,16,23870941,65536,initial,1.0
sequential,main,36,16,23870941,65536,locked,0.0
sequential,main,36,17,23870942,2048,initial,1.0
sequential,main,36,17,23870942,2048,locked,0.0
sequential,main,36,17,23870942,65536,initial,1.0
sequential,main,36,17,23870942,65536,locked,0.0
sequential,main,36,18,23870943,2048,initial,0.9966666666666667
sequential,main,36,18,23870943,2048,locked,0.0
sequential,main,36,18,23870943,65536,initial,0.9966666666666667
sequential,main,36,18,23870943,65536,locked,0.0
sequential,main,36,19,23870944,2048,initial,0.9633333333333334
sequential,main,36,19,23870944,2048,locked,0.0
sequential,main,36,19,23870944,65536,initial,0.9633333333333334
sequential,main,36,19,23870944,65536,locked,0.0
random2048,main,60,0,26260990,2048,initial,1.0
random2048,main,60,0,26260990,2048,locked,0.02
random2048,main,60,0,26260990,65536,initial,1.0
random2048,main,60,0,26260990,65536,locked,0.02
random2048,main,60,1,26260991,2048,initial,1.0
random2048,main,60,1,26260991,2048,locked,0.35
random2048,main,60,1,26260991,65536,initial,1.0
random2048,main,60,1,26260991,65536,locked,0.35333333333333333
random2048,main,60,2,26260992,2048,initial,1.0
random2048,main,60,2,26260992,2048,locked,0.12
random2048,main,60,2,26260992,65536,initial,1.0
random2048,main,60,2,26260992,65536,locked,0.19
random2048,main,60,3,26260993,2048,initial,1.0
random2048,main,60,3,26260993,2048,locked,0.24333333333333335
random2048,main,60,3,26260993,65536,initial,1.0
random2048,main,60,3,26260993,65536,locked,0.2866666666666667
random2048,main,60,4,26260994,2048,initial,1.0
random2048,main,60,4,26260994,2048,locked,0.4633333333333333
random2048,main,60,4,26260994,65536,initial,1.0
random2048,main,60,4,26260994,65536,locked,0.51
random2048,main,60,5,26260995,2048,initial,1.0
random2048,main,60,5,26260995,2048,locked,0.0
random2048,main,60,5,26260995,65536,initial,1.0
random2048,main,60,5,26260995,65536,locked,0.01
random2048,main,60,6,26260996,2048,initial,1.0
random2048,main,60,6,26260996,2048,locked,0.17666666666666667
random2048,main,60,6,26260996,65536,initial,1.0
random2048,main,60,6,26260996,65536,locked,0.22
random2048,main,60,7,26260997,2048,initial,1.0
random2048,main,60,7,26260997,2048,locked,0.18666666666666668
random2048,main,60,7,26260997,65536,initial,1.0
random2048,main,60,7,26260997,65536,locked,0.19333333333333333
random2048,main,60,8,26260998,2048,initial,1.0
random2048,main,60,8,26260998,2048,locked,0.17
random2048,main,60,8,26260998,65536,initial,1.0
random2048,main,60,8,26260998,65536,locked,0.2833333333333333
random2048,main,60,9,26260999,2048,initial,1.0
random2048,main,60,9,26260999,2048,locked,0.10333333333333333
random2048,main,60,9,26260999,65536,initial,1.0
random2048,main,60,9,26260999,65536,locked,0.17333333333333334
random2048,main,60,10,26261000,2048,initial,1.0
random2048,main,60,10,26261000,2048,locked,0.03666666666666667
random2048,main,60,10,26261000,65536,initial,1.0
random2048,main,60,10,26261000,65536,locked,0.07333333333333333
random2048,main,60,11,26261001,2048,initial,1.0
random2048,main,60,11,26261001,2048,locked,0.03333333333333333
random2048,main,60,11,26261001,65536,initial,1.0
random2048,main,60,11,26261001,65536,locked,0.12333333333333334
random2048,main,60,12,26261002,2048,initial,1.0
random2048,main,60,12,26261002,2048,locked,0.09666666666666666
random2048,main,60,12,26261002,65536,initial,1.0
random2048,main,60,12,26261002,65536,locked,0.19
random2048,main,60,13,26261003,2048,initial,1.0
random2048,main,60,13,26261003,2048,locked,0.15
random2048,main,60,13,26261003,65536,initial,1.0
random2048,main,60,13,26261003,65536,locked,0.15666666666666668
random2048,main,60,14,26261004,2048,initial,1.0
random2048,main,60,14,26261004,2048,locked,0.06
random2048,main,60,14,26261004,65536,initial,1.0
random2048,main,60,14,26261004,65536,locked,0.08
random2048,main,60,15,26261005,2048,initial,1.0
random2048,main,60,15,26261005,2048,locked,0.25333333333333335
random2048,main,60,15,26261005,65536,initial,1.0
random2048,main,60,15,26261005,65536,locked,0.29
random2048,main,60,16,26261006,2048,initial,1.0
random2048,main,60,16,26261006,2048,locked,0.5033333333333333
random2048,main,60,16,26261006,65536,initial,1.0
random2048,main,60,16,26261006,65536,locked,0.5166666666666667
random2048,main,60,17,26261007,2048,initial,1.0
random2048,main,60,17,26261007,2048,locked,0.31333333333333335
random2048,main,60,17,26261007,65536,initial,1.0
random2048,main,60,17,26261007,65536,locked,0.37666666666666665
random2048,main,60,18,26261008,2048,initial,1.0
random2048,main,60,18,26261008,2048,locked,0.15333333333333332
random2048,main,60,18,26261008,65536,initial,1.0
random2048,main,60,18,26261008,65536,locked,0.19333333333333333
random2048,main,60,19,26261009,2048,initial,1.0
random2048,main,60,19,26261009,2048,locked,0.44
random2048,main,60,19,26261009,65536,initial,1.0
random2048,main,60,19,26261009,65536,locked,0.57
sequential,main,60,0,26270997,2048,initial,1.0
sequential,main,60,0,26270997,2048,locked,0.42333333333333334
sequential,main,60,0,26270997,65536,initial,1.0
sequential,main,60,0,26270997,65536,locked,0.42333333333333334
sequential,main,60,1,26270998,2048,initial,1.0
sequential,main,60,1,26270998,2048,locked,0.21666666666666667
sequential,main,60,1,26270998,65536,initial,1.0
sequential,main,60,1,26270998,65536,locked,0.21666666666666667
sequential,main,60,2,26270999,2048,initial,1.0
sequential,main,60,2,26270999,2048,locked,0.4266666666666667
sequential,main,60,2,26270999,65536,initial,1.0
sequential,main,60,2,26270999,65536,locked,0.4266666666666667
sequential,main,60,3,26271000,2048,initial,1.0
sequential,main,60,3,26271000,2048,locked,0.44333333333333336
sequential,main,60,3,26271000,65536,initial,1.0
sequential,main,60,3,26271000,65536,locked,0.44333333333333336
sequential,main,60,4,26271001,2048,initial,1.0
sequential,main,60,4,26271001,2048,locked,0.4166666666666667
sequential,main,60,4,26271001,65536,initial,1.0
sequential,main,60,4,26271001,65536,locked,0.4166666666666667
sequential,main,60,5,26271002,2048,initial,1.0
sequential,main,60,5,26271002,2048,locked,0.63
sequential,main,60,5,26271002,65536,initial,1.0
sequential,main,60,5,26271002,65536,locked,0.63
sequential,main,60,6,26271003,2048,initial,1.0
sequential,main,60,6,26271003,2048,locked,0.25666666666666665
sequential,main,60,6,26271003,65536,initial,1.0
sequential,main,60,6,26271003,65536,locked,0.25666666666666665
sequential,main,60,7,26271004,2048,initial,1.0
sequential,main,60,7,26271004,2048,locked,0.35
sequential,main,60,7,26271004,65536,initial,1.0
sequential,main,60,7,26271004,65536,locked,0.35
sequential,main,60,8,26271005,2048,initial,1.0
sequential,main,60,8,26271005,2048,locked,0.21666666666666667
sequential,main,60,8,26271005,65536,initial,1.0
sequential,main,60,8,26271005,65536,locked,0.21666666666666667
sequential,main,60,9,26271006,2048,initial,1.0
sequential,main,60,9,26271006,2048,locked,0.12666666666666668
sequential,main,60,9,26271006,65536,initial,1.0
sequential,main,60,9,26271006,65536,locked,0.12666666666666668
sequential,main,60,10,26271007,2048,initial,1.0
sequential,main,60,10,26271007,2048,locked,0.21666666666666667
sequential,main,60,10,26271007,65536,initial,1.0
sequential,main,60,10,26271007,65536,locked,0.21666666666666667
sequential,main,60,11,26271008,2048,initial,1.0
sequential,main,60,11,26271008,2048,locked,0.12666666666666668
sequential,main,60,11,26271008,65536,initial,1.0
sequential,main,60,11,26271008,65536,locked,0.12666666666666668
sequential,main,60,12,26271009,2048,initial,1.0
sequential,main,60,12,26271009,2048,locked,0.043333333333333335
sequential,main,60,12,26271009,65536,initial,1.0
sequential,main,60,12,26271009,65536,locked,0.043333333333333335
sequential,main,60,13,26271010,2048,initial,1.0
sequential,main,60,13,26271010,2048,locked,0.13666666666666666
sequential,main,60,13,26271010,65536,initial,1.0
sequential,main,60,13,26271010,65536,locked,0.13666666666666666
sequential,main,60,14,26271011,2048,initial,1.0
sequential,main,60,14,26271011,2048,locked,0.4
sequential,main,60,14,26271011,65536,initial,1.0
sequential,main,60,14,26271011,65536,locked,0.4
sequential,main,60,15,26271012,2048,initial,1.0
sequential,main,60,15,26271012,2048,locked,0.49
sequential,main,60,15,26271012,65536,initial,1.0
sequential,main,60,15,26271012,65536,locked,0.49
sequential,main,60,16,26271013,2048,initial,1.0
sequential,main,60,16,26271013,2048,locked,0.43666666666666665
sequential,main,60,16,26271013,65536,initial,1.0
sequential,main,60,16,26271013,65536,locked,0.43666666666666665
sequential,main,60,17,26271014,2048,initial,1.0
sequential,main,60,17,26271014,2048,locked,0.25666666666666665
sequential,main,60,17,26271014,65536,initial,1.0
sequential,main,60,17,26271014,65536,locked,0.25666666666666665
sequential,main,60,18,26271015,2048,initial,1.0
sequential,main,60,18,26271015,2048,locked,0.5366666666666666
sequential,main,60,18,26271015,65536,initial,1.0
sequential,main,60,18,26271015,65536,locked,0.5366666666666666
sequential,main,60,19,26271016,2048,initial,1.0
sequential,main,60,19,26271016,2048,locked,0.30666666666666664
sequential,main,60,19,26271016,65536,initial,1.0
sequential,main,60,19,26271016,65536,locked,0.30666666666666664
random2048,main,120,0,32261170,2048,initial,1.0
random2048,main,120,0,32261170,2048,locked,1.0
random2048,main,120,0,32261170,65536,initial,1.0
random2048,main,120,0,32261170,65536,locked,1.0
random2048,main,120,1,32261171,2048,initial,1.0
random2048,main,120,1,32261171,2048,locked,1.0
random2048,main,120,1,32261171,65536,initial,1.0
random2048,main,120,1,32261171,65536,locked,1.0
random2048,main,120,2,32261172,2048,initial,1.0
random2048,main,120,2,32261172,2048,locked,1.0
random2048,main,120,2,32261172,65536,initial,1.0
random2048,main,120,2,32261172,65536,locked,1.0
random2048,main,120,3,32261173,2048,initial,1.0
random2048,main,120,3,32261173,2048,locked,1.0
random2048,main,120,3,32261173,65536,initial,1.0
random2048,main,120,3,32261173,65536,locked,1.0
random2048,main,120,4,32261174,2048,initial,1.0
random2048,main,120,4,32261174,2048,locked,1.0
random2048,main,120,4,32261174,65536,initial,1.0
random2048,main,120,4,32261174,65536,locked,1.0
random2048,main,120,5,32261175,2048,initial,1.0
random2048,main,120,5,32261175,2048,locked,1.0
random2048,main,120,5,32261175,65536,initial,1.0
random2048,main,120,5,32261175,65536,locked,1.0
random2048,main,120,6,32261176,2048,initial,1.0
random2048,main,120,6,32261176,2048,locked,1.0
random2048,main,120,6,32261176,65536,initial,1.0
random2048,main,120,6,32261176,65536,locked,1.0
random2048,main,120,7,32261177,2048,initial,1.0
random2048,main,120,7,32261177,2048,locked,1.0
random2048,main,120,7,32261177,65536,initial,1.0
random2048,main,120,7,32261177,65536,locked,1.0
random2048,main,120,8,32261178,2048,initial,1.0
random2048,main,120,8,32261178,2048,locked,1.0
random2048,main,120,8,32261178,65536,initial,1.0
random2048,main,120,8,32261178,65536,locked,1.0
random2048,main,120,9,32261179,2048,initial,1.0
random2048,main,120,9,32261179,2048,locked,1.0
random2048,main,120,9,32261179,65536,initial,1.0
random2048,main,120,9,32261179,65536,locked,1.0
random2048,main,120,10,32261180,2048,initial,1.0
random2048,main,120,10,32261180,2048,locked,1.0
random2048,main,120,10,32261180,65536,initial,1.0
random2048,main,120,10,32261180,65536,locked,1.0
random2048,main,120,11,32261181,2048,initial,1.0
random2048,main,120,11,32261181,2048,locked,1.0
random2048,main,120,11,32261181,65536,initial,1.0
random2048,main,120,11,32261181,65536,locked,1.0
random2048,main,120,12,32261182,2048,initial,1.0
random2048,main,120,12,32261182,2048,locked,1.0
random2048,main,120,12,32261182,65536,initial,1.0
random2048,main,120,12,32261182,65536,locked,1.0
random2048,main,120,13,32261183,2048,initial,1.0
random2048,main,120,13,32261183,2048,locked,1.0
random2048,main,120,13,32261183,65536,initial,1.0
random2048,main,120,13,32261183,65536,locked,1.0
random2048,main,120,14,32261184,2048,initial,1.0
random2048,main,120,14,32261184,2048,locked,1.0
random2048,main,120,14,32261184,65536,initial,1.0
random2048,main,120,14,32261184,65536,locked,1.0
random2048,main,120,15,32261185,2048,initial,1.0
random2048,main,120,15,32261185,2048,locked,1.0
random2048,main,120,15,32261185,65536,initial,1.0
random2048,main,120,15,32261185,65536,locked,1.0
random2048,main,120,16,32261186,2048,initial,1.0
random2048,main,120,16,32261186,2048,locked,1.0
random2048,main,120,16,32261186,65536,initial,1.0
random2048,main,120,16,32261186,65536,locked,1.0
random2048,main,120,17,32261187,2048,initial,1.0
random2048,main,120,17,32261187,2048,locked,1.0
random2048,main,120,17,32261187,65536,initial,1.0
random2048,main,120,17,32261187,65536,locked,1.0
random2048,main,120,18,32261188,2048,initial,1.0
random2048,main,120,18,32261188,2048,locked,1.0
random2048,main,120,18,32261188,65536,initial,1.0
random2048,main,120,18,32261188,65536,locked,1.0
random2048,main,120,19,32261189,2048,initial,1.0
random2048,main,120,19,32261189,2048,locked,1.0
random2048,main,120,19,32261189,65536,initial,1.0
random2048,main,120,19,32261189,65536,locked,1.0
sequential,main,120,0,32271177,2048,initial,1.0
sequential,main,120,0,32271177,2048,locked,1.0
sequential,main,120,0,32271177,65536,initial,1.0
sequential,main,120,0,32271177,65536,locked,1.0
sequential,main,120,1,32271178,2048,initial,1.0
sequential,main,120,1,32271178,2048,locked,1.0
sequential,main,120,1,32271178,65536,initial,1.0
sequential,main,120,1,32271178,65536,locked,1.0
sequential,main,120,2,32271179,2048,initial,1.0
sequential,main,120,2,32271179,2048,locked,1.0
sequential,main,120,2,32271179,65536,initial,1.0
sequential,main,120,2,32271179,65536,locked,1.0
sequential,main,120,3,32271180,2048,initial,1.0
sequential,main,120,3,32271180,2048,locked,1.0
sequential,main,120,3,32271180,65536,initial,1.0
sequential,main,120,3,32271180,65536,locked,1.0
sequential,main,120,4,32271181,2048,initial,1.0
sequential,main,120,4,32271181,2048,locked,1.0
sequential,main,120,4,32271181,65536,initial,1.0
sequential,main,120,4,32271181,65536,locked,1.0
sequential,main,120,5,32271182,2048,initial,1.0
sequential,main,120,5,32271182,2048,locked,1.0
sequential,main,120,5,32271182,65536,initial,1.0
sequential,main,120,5,32271182,65536,locked,1.0
sequential,main,120,6,32271183,2048,initial,1.0
sequential,main,120,6,32271183,2048,locked,1.0
sequential,main,120,6,32271183,65536,initial,1.0
sequential,main,120,6,32271183,65536,locked,1.0
sequential,main,120,7,32271184,2048,initial,1.0
sequential,main,120,7,32271184,2048,locked,1.0
sequential,main,120,7,32271184,65536,initial,1.0
sequential,main,120,7,32271184,65536,locked,1.0
sequential,main,120,8,32271185,2048,initial,1.0
sequential,main,120,8,32271185,2048,locked,1.0
sequential,main,120,8,32271185,65536,initial,1.0
sequential,main,120,8,32271185,65536,locked,1.0
sequential,main,120,9,32271186,2048,initial,1.0
sequential,main,120,9,32271186,2048,locked,1.0
sequential,main,120,9,32271186,65536,initial,1.0
sequential,main,120,9,32271186,65536,locked,1.0
sequential,main,120,10,32271187,2048,initial,1.0
sequential,main,120,10,32271187,2048,locked,1.0
sequential,main,120,10,32271187,65536,initial,1.0
sequential,main,120,10,32271187,65536,locked,1.0
sequential,main,120,11,32271188,2048,initial,1.0
sequential,main,120,11,32271188,2048,locked,1.0
sequential,main,120,11,32271188,65536,initial,1.0
sequential,main,120,11,32271188,65536,locked,1.0
sequential,main,120,12,32271189,2048,initial,1.0
sequential,main,120,12,32271189,2048,locked,1.0
sequential,main,120,12,32271189,65536,initial,1.0
sequential,main,120,12,32271189,65536,locked,1.0
sequential,main,120,13,32271190,2048,initial,1.0
sequential,main,120,13,32271190,2048,locked,1.0
sequential,main,120,13,32271190,65536,initial,1.0
sequential,main,120,13,32271190,65536,locked,1.0
sequential,main,120,14,32271191,2048,initial,1.0
sequential,main,120,14,32271191,2048,locked,1.0
sequential,main,120,14,32271191,65536,initial,1.0
sequential,main,120,14,32271191,65536,locked,1.0
sequential,main,120,15,32271192,2048,initial,1.0
sequential,main,120,15,32271192,2048,locked,1.0
sequential,main,120,15,32271192,65536,initial,1.0
sequential,main,120,15,32271192,65536,locked,1.0
sequential,main,120,16,32271193,2048,initial,1.0
sequential,main,120,16,32271193,2048,locked,1.0
sequential,main,120,16,32271193,65536,initial,1.0
sequential,main,120,16,32271193,65536,locked,1.0
sequential,main,120,17,32271194,2048,initial,1.0
sequential,main,120,17,32271194,2048,locked,1.0
sequential,main,120,17,32271194,65536,initial,1.0
sequential,main,120,17,32271194,65536,locked,1.0
sequential,main,120,18,32271195,2048,initial,1.0
sequential,main,120,18,32271195,2048,locked,1.0
sequential,main,120,18,32271195,65536,initial,1.0
