policy,workload,rep,trials,majority_query_rate,any_query_rate,majority_interval_rate,any_interval_rate,mean_query_ratio,mean_peak_ratio,max_tail_ratio,zero_ratio_in_both_capture_orders,first_fragments,noninitial_fragments,forged_logged,forged_observed,clock_offset_range_ms,capture_order_inversions,max_capture_inversion_ms,record_order_max_orphan_ratio
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1838.818619,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5661,5661,0,0,1893.425887,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,340,340,0,0,1830.334341,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,374,374,0,0,1796.728877,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,396,396,0,0,0.000845,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,342,342,0,0,1879.10248,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5629,5629,0,0,0.00141,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6059,6059,0,0,1799.811429,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4804,4804,50,50,0.000657,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,394,394,50,50,0.000662,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5533,5533,50,50,0.001134,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,10,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4960,4960,0,0,0.000563,1,0.003577,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5820,5820,0,0,0.000562,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5665,5665,0,0,1908.60849,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4914,4914,0,0,1786.722521,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5158,5158,50,50,1874.70736,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,377,377,0,0,1862.082364,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1903.584243,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5634,5634,50,50,0.000754,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,1874.601847,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4862,4862,50,50,1872.827268,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,0,0,0.000376,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5117,5117,50,50,1803.58245,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,397,397,50,50,0.000567,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,363,363,0,0,1882.830698,1,0.107567,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5630,5630,0,0,0.000662,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,324,324,50,50,1841.11784,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,11,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,324,324,50,50,0.000756,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1872.529624,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,396,396,0,0,0.000564,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,345,345,50,50,1841.103705,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,395,395,0,0,1883.753234,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5056,5056,50,50,1881.836039,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,398,398,50,50,0.000756,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5580,5580,50,50,0.017286,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4823,4823,50,50,0.000749,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000755,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5012,5012,0,0,0.000562,2,0.020079,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5560,5560,0,0,0.000562,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4810,4810,50,50,0.000377,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,342,342,0,0,0.013582,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5626,5626,0,0,0.001029,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,0.000382,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,12,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,6007,6007,0,0,2887.794076,1,166.449139,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5629,5629,50,50,0.000751,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1080.909006,1,58.782144,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5160,5160,50,50,2049.10694,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,337,337,0,0,1830.99906,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4812,4812,50,50,1883.647056,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,1914.501931,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5662,5662,0,0,1907.109085,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1881.630789,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,0,0,0.000377,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5013,5013,0,0,1929.6459,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5967,5967,0,0,1925.218372,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5632,5632,0,0,0.000754,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,377,377,0,0,0.000379,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,322,322,50,50,0.000374,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,401,401,50,50,0.000472,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,13,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4815,4815,50,50,0.000755,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,392,392,0,0,2025.66289,1,64.594365,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,0,0,0.000467,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,320,320,50,50,0.000472,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5002,5002,0,0,0.000378,1,0.003116,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,0.000656,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5618,5618,0,0,1920.868985,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4868,4868,50,50,1951.688259,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,324,324,50,50,1840.552895,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,50,50,0.000939,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1909.784312,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5662,5662,0,0,1962.554922,1,0.006612,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4867,4867,50,50,1850.62375,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,1929.323029,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4909,4909,50,50,1916.063652,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5546,5546,50,50,0.014088,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,14,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5636,5636,0,0,0.000659,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5663,5663,0,0,0.000751,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5618,5618,0,0,0.000921,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4817,4817,50,50,0.000377,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000562,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5648,5648,0,0,0.000755,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4959,4959,0,0,0.000475,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,0.000655,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5583,5583,50,50,0.022015,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4815,4815,50,50,1934.52018,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,1925.203224,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,374,374,0,0,1913.93736,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,0,0,0.000469,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4905,4905,50,50,1909.82723,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,1926.766226,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,50,50,0.000655,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,15,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,342,342,50,50,1936.635441,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,1932.261982,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5010,5010,0,0,1938.15504,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5584,5584,50,50,0.000841,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,360,360,0,0,1934.499105,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5166,5166,50,50,1927.693149,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5961,5961,0,0,1925.834781,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,2007.555339,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5660,5660,0,0,1934.195152,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5580,5580,0,0,0.000754,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,397,397,50,50,0.000849,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4814,4814,50,50,0.000478,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,371,371,0,0,0.00047,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4809,4809,50,50,0.000561,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000561,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000477,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,16,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,397,397,0,0,0.000661,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,324,324,50,50,0.000562,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,400,400,0,0,0.000754,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,380,380,0,0,0.000658,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000285,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5629,5629,50,50,0.000752,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5115,5115,50,50,2063.307171,1,156.110176,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5665,5665,0,0,935.758515,7,0.03995,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,397,397,50,50,0.000754,1,165.247221,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4866,4866,50,50,1942.556336,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,342,342,0,0,1958.830019,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4863,4863,50,50,1913.84351,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5668,5668,0,0,2033.305464,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5010,5010,0,0,735.597147,2,0.00584,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,1136.433316,1,75.497936,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5631,5631,0,0,0.001126,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,17,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,348,348,50,50,1981.199239,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5011,5011,0,0,741.182904,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5584,5584,0,0,0.00066,1,141.955746,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000661,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,324,324,50,50,0.000473,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4653,4653,50,50,0.000741,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,318,318,50,50,1995.519001,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,367,367,0,0,2478.722409,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5624,5624,50,50,2231.475165,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,397,397,50,50,0.016994,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4816,4816,50,50,0.000754,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,396,396,0,0,0.000653,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,340,340,0,0,0.000656,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5660,5660,0,0,0.02809,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,339,339,0,0,0.000556,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4807,4807,50,50,0.000562,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,18,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5556,5556,0,0,0.000658,12,0.017878,0.0
B1_RL2_TC,BENIGN_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5716,5716,0,0,2126.008807,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,398,398,50,50,0.000655,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,393,393,0,0,0.000743,0,0.0,0.0
RFC_DROP_NATIVE,BENIGN_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5585,5585,0,0,0.017001,0,0.0,0.0
B1_RL2_TC,BENIGN_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,374,374,0,0,2095.869745,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5114,5114,50,50,2124.538722,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5974,5974,0,0,2058.950663,6,0.019004,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,5639,5639,50,50,0.000849,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4965,4965,0,0,0.00066,0,0.0,0.0
B1_RL2_TC,ATTACK_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,320,320,50,50,0.015751,0,0.0,0.0
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,360,360,0,0,2144.581313,0,0.0,0.0
B0_OFF,BENIGN_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,346,346,0,0,0.000575,1,0.016054,0.0
B1_RL2_TC,ATTACK_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4854,4854,50,50,0.000648,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_HIGH,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4809,4809,50,50,0.000558,0,0.0,0.0
B0_OFF,ATTACK_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,321,321,50,50,0.000559,0,0.0,0.0
B5_LOCKED_TC,ATTACK_DIVERSE_MODERATE,19,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,318,318,50,50,0.000478,0,0.0,0.0
RFC_DROP_NATIVE,ATTACK_DIVERSE_MODERATE,20,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,400,400,50,50,0.000752,0,0.0,0.0
