policy,workload,rep,trial_id,query_start_wall_ns,query_end_wall_ns,ratio_at_query,n_at_query,orphan_at_query,peak_ratio_during_query,majority_at_query,any_at_query,majority_during_query,any_during_query,zero_ratio_in_both_capture_orders,query_clock_status
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t041-16776bc7,1789119625838549301,1789119626197451323,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t042-fe14a127,1789119626208608501,1789119626530094805,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t043-6f21faa6,1789119626542470641,1789119626897586384,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t044-8e9bfe87,1789119626909878251,1789119627240502160,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t045-2033a362,1789119627251559891,1789119627603356109,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t046-1347223f,1789119627613576148,1789119627940603116,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t047-d2a77b69,1789119627952986787,1789119628282716069,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t048-fed8655f,1789119628292842396,1789119628634789224,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
B5_LOCKED_TC,BENIGN_DIVERSE_MODERATE,1,r01-t049-68ff1d77,1789119628645228311,1789119628981602187,0.0,30,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t000-0bd3c8f0,1789119643104305325,1789119645114722379,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t001-28d1f6b8,1789119643116928723,1789119645128549732,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t002-e2a3dfd2,1789119643121545347,1789119645131191851,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t003-0452fc71,1789119643130992766,1789119645140947509,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t004-a1a02ab6,1789119643141025563,1789119645152510817,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t005-d24a9270,1789119643151169883,1789119645160627208,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t006-806a292b,1789119643161386326,1789119645172139477,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t007-9da0826d,1789119643171111076,1789119645180861758,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t008-81691565,1789119643181799083,1789119645192630939,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t009-1e51ffc0,1789119643192010280,1789119645200764503,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t010-cf25a459,1789119643201418012,1789119645211874276,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t011-46f598a7,1789119643211859315,1789119645221298133,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t012-8f104774,1789119643221606005,1789119645232646025,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t013-10261df3,1789119643232631160,1789119645244659148,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t014-58073054,1789119643241457903,1789119645252661630,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t015-7c5a9eb2,1789119643251219286,1789119645262937222,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t016-852074c8,1789119643261967396,1789119645272569623,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t017-15a6036c,1789119643272414900,1789119645283794546,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t018-776072f2,1789119643282240106,1789119645293028650,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t019-6eba881c,1789119643292180936,1789119645304574117,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t020-0d49b29e,1789119643301710305,1789119645315949391,0.0,400,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t021-0192f602,1789119643311378195,1789119645323312595,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t022-44ab5c56,1789119643321964506,1789119645333483246,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t023-c6fe65da,1789119643331810700,1789119645357260399,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t024-ca9ef7cf,1789119643341971334,1789119645357032486,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t025-7b9096cd,1789119643352110884,1789119645364698873,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t026-bd4f42dc,1789119643361399939,1789119645375010717,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t027-61d567ae,1789119643371706917,1789119645384548099,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t028-97a975f7,1789119643382243811,1789119645412608735,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t029-bd201f72,1789119643401710099,1789119645416094576,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t030-e6becba3,1789119643403440856,1789119645414743227,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
RFC_DROP_NATIVE,ATTACK_DIVERSE_HIGH,1,r01-t031-bf7fea1f,1789119643413352017,1789119645424572726,0.0,401,0,0.0,False,False,False,False,True,ratio_invariant_despite_offset_uncertainty
